ids,text,aspect,sentiment,entity,attribute
368:1,toshiba satellit expect price,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_216_A1GXCL1890WK2K:7,lenovo,COMPANY#GENERAL,negative,COMPANY,GENERAL
B00FU83YWS_216_A1GXCL1890WK2K:6,would love keep laptop send back look differ brand,COMPANY#GENERAL,negative,COMPANY,GENERAL
B00KMRGF28_221_A4YVKTRE1Z1OU:5,second one littl month refu turn even full charg,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
230:11,send back lose,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00KMRGF28_374_AS24VWQPFK1HB:8,batteri pretti soild,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
B00KMRGF28_97_A2F819YX0XJ5Y1:3,use hour seem plenti fast everyth need,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
6:7,much laud combin touch pad clicker nightmar,MOUSE#DESIGN_FEATURES,negative,MOUSE,DESIGN_FEATURES
370:1,problem lock up disappoint,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_72_AOGYUDXOO03Q4:1,retina display beauti,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
351:4,love window give toshiba credit unless get seriou ergonom make requir connect less obtrus look differ manufactur next time,OS#GENERAL,positive,OS,GENERAL
213:2,could find phone number anywher call actual live person tech support result onlin chat,SUPPORT#MISCELLANEOUS,negative,SUPPORT,MISCELLANEOUS
B00KB3MXH4_6_A1OJE3DZ64LB6H:3,bass sound,MULTIMEDIA_DEVICES#QUALITY,negative,MULTIMEDIA_DEVICES,QUALITY
104:7,pay univer charger cheap laptop,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
322:0,like laptop overal,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
40:2,macbook well,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
69:0,would like tell good laptop get mac,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
288:22,boot fast run great,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00AH4A950_4_A37JIQH129VLKR:5,satisfi product,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
104:6,one month warranti expir replac charger go,POWER_SUPPLY#MISCELLANEOUS,negative,POWER_SUPPLY,MISCELLANEOUS
104:9,peopl frustrat work product cheapli make accessori less satisfactori,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KMRGF28_349_AHASB3H3S2SRN:3,case make cheap plastic,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
369:3,also love small conveni size laptop make perfect tool academ studi,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_260_A2YQ3TFBY1MASP:9,hang freez work properli,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
58:5,love size screen big enough use internet artwork yet small enough reason portabl,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
92:7,rd day part still ship,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
386:0,great quick laptop money,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00KMRGF28_186_A8O7SW93D9BW1:1,easi setup deliv function need,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B0096VDM8G_4_A38OXSOE07310S:2,size perfect display beauti,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
36:3,decid get pile crap whim total freak regret,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00FU83YWS_219_A1Y4ZXHXI6KT7B:0,love laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
391:21,bad think get half batteri someth,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
104:0,first get product love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_185_A1JE1DCYMIWKJ4:4,like say good basic stuff starter,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
288:10,size inch laptop,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
314:6,great machin want drop cash one,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_79_A2BQP7V50CE1BM:1,howev dvd drive neither afford one opportun connect extern dvd drive manufactur make point ofconnect extern drive,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
300:4,meet need work pleasur travel,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
6:0,first push button open lid,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
359:9,one opinion might lemon,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KMRGF28_128_A1BJWKIOJWBL7N:4,fix think would nice cost effect laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
207:0,littl netboook help get work do,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
25:2,get blue screen death first month get,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
5:4,eas set terrif,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
45:5,may take littl get use worri virus headach,LAPTOP#USABILITY,neutral,LAPTOP,USABILITY
351:4,love window give toshiba credit unless get seriou ergonom make requir connect less obtrus look differ manufactur next time,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
1:7,overal laptop definit keeper simpl yet stylish design array fantast color choo,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
381:4,otherwis featur,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
32:2,freez alway show error restart time everi time use,SOFTWARE#OPERATION_PERFORMANCE,negative,SOFTWARE,OPERATION_PERFORMANCE
296:2,plu stylish,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
16:3,even tri assist even offer replac,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
358:1,work great gener internet use microsoft offic app home bookkeep etc,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_98_A1YYZDBT4D9GEA:3,price good,LAPTOP#PRICE,neutral,LAPTOP,PRICE
41:6,oper system user interfac intuit larg multi touch track pad amaz,MOUSE#DESIGN_FEATURES,positive,MOUSE,DESIGN_FEATURES
288:17,need upgrad pay littl,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
171:4,hous macbook,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
32:9,even year old yet would definit recommend anyon,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00AH4A950_4_A37JIQH129VLKR:1,although slow feel ok price buy,LAPTOP#PRICE,neutral,LAPTOP,PRICE
93:8,guarante last dell ever purcha,COMPANY#GENERAL,negative,COMPANY,GENERAL
393:8,anoth satisfi custom,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_12_A25B2Q7A775WAE:0,purchas dell inspiron bk far love model true life monitor worth extra buck,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_16_A1O57E5JJJCTEU:6,seem comput might lemon,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
31:7,skype dang cool machin,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
263:0,glad make choic switch buy mac,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
312:1,abl play p p medium file fine,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
93:10,recommend compani product,COMPANY#GENERAL,negative,COMPANY,GENERAL
345:0,overal money good deal,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00FU83YWS_12_A35C5C6W0TIZA8:5,cord alway feel like way,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B0096VDM8G_65_A1AQ8JT2A3UWMY:2,great display,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
B0096VDM8G_45_A2SPGNGEHWEP8R:2,retina screen solid build qualiti weight fast processor reliabl appl brand,COMPANY#GENERAL,positive,COMPANY,GENERAL
358:2,lot frill need abl buy need need import,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
385:4,work fine wireless problem,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
83:0,get laptop colleg far happi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
178:1,give pc year ago point I m still sit use,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
366:11,love laptop wonder price get,LAPTOP#PRICE,positive,LAPTOP,PRICE
168:3,window starter opinion great way think use netbook basic basic basic,OS#GENERAL,neutral,OS,GENERAL
231:1,never buy anoth comput dell ever aw work treat compani,COMPANY#GENERAL,negative,COMPANY,GENERAL
45:11,creativ favor get mac,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
296:7,second get scratch easili get old thing may oper,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
79:4,plenti storag gb though upgrad ram,HARD_DISC#DESIGN_FEATURES,positive,HARD_DISC,DESIGN_FEATURES
235:2,anyway buy two month ago first bring home keep give messag vibrat hard drive put temporali save zone,HARD_DISC#QUALITY,negative,HARD_DISC,QUALITY
B00KMRGF28_112_AG0H7UG6OX2GU:3,fast light,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_96_A17B83D5U1E5W2:4,would recommend anyon need much comput,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
31:4,iwork itun email ms offic network printer set complet work perfectli within hour,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
390:1,problem add gb ram comput kinda slow,MEMORY#DESIGN_FEATURES,negative,MEMORY,DESIGN_FEATURES
329:2,featur like font block like old school,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
72:5,great toy around,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_61_A1TAIZR02ODKET:1,w pro w pro upgrad nice frequent freez second,OS#GENERAL,positive,OS,GENERAL
B00FU83YWS_145_A2ZQTQU49CF77U:2,buy parent late love particularli keyboard screen,KEYBOARD#GENERAL,positive,KEYBOARD,GENERAL
B00AH4A950_12_A2ZZTFOQZCX629:2,light easi use though,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
32:8,small red circl next x middl click say consid replac batteri hold full charg,BATTERY#QUALITY,negative,BATTERY,QUALITY
162:0,purchas open world macbook impress intuit design beauti product excel technolog advanc associ,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
178:5,regret buy great thing like,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
370:2,super fanci super expen either,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B0096VDM8G_17_AO81S50LQB6N8:0,count extrem satisfi perfect comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
257:5,also lightweight make transport comput easi,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
312:3,thing perfect netbook speaker loud expect,MULTIMEDIA_DEVICES#QUALITY,negative,MULTIMEDIA_DEVICES,QUALITY
363:1,price get exceed expect,LAPTOP#PRICE,neutral,LAPTOP,PRICE
383:2,run quiet plu,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B00D7Z84OY_18_A293J8GU1DRRJ5:1,incred fast ram make proper sever game maximum qualiti,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
367:3,super fast great valu price,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
121:1,actual hard drive replac twice mother board dvd drive twice final agre replac less year get anoth hp compaq piec crap,HARD_DISC#QUALITY,negative,HARD_DISC,QUALITY
214:1,touchpad extrem sensit drawback,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_141_A3Q6JY8ZJAVPCW:1,love key layout build mous pad work well properli size,MOUSE#OPERATION_PERFORMANCE,positive,MOUSE,OPERATION_PERFORMANCE
264:2,without big ol clunki machin backpack feel like program homework anywher,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
329:5,key stick period have not laptop day yet,KEYBOARD#OPERATION_PERFORMANCE,negative,KEYBOARD,OPERATION_PERFORMANCE
24:11,well care bunch,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B0096VDM8G_29_A1JFXUCXT356UK:5,easi transit move window creat file mac,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
40:10,would definit reccomend market easi use stylish fun awesom comput,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KB3MXH4_16_A159MX2ZLCCFU2:4,laptop beauti extrem light thin enough wide screen full keyboard,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
324:1,basic comput,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
11:7,even get teenag son one featur offer like ichat photobooth garag band,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
22:9,acual believ issu nvidia grafic card still requir return,GRAPHICS#GENERAL,neutral,GRAPHICS,GENERAL
394:8,batteri last hour surf web sunday check footbal score watch funni youtub video,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
7:1,crash goe flat die like pc mayb wor loos open document,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_45_A2SPGNGEHWEP8R:2,retina screen solid build qualiti weight fast processor reliabl appl brand,CPU#OPERATION_PERFORMANCE,positive,CPU,OPERATION_PERFORMANCE
299:0,good qualiti well make,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
231:8,moment thime want throw someth wall,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
39:8,comput run fast problem ilif softwar come iphoto imovi iweb itun garageband help well,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
B0096VDM8G_57_A2MZ152WGRBXCC:1,fast power screen display top notch batteri life excel laptop size,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
95:0,rare work incred slow,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
6:5,use machin like mild form tortur,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
340:1,good monitor perform well,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_106_AGNDXNERJ5L83:2,need usb adapt network plug problem,LAPTOP#CONNECTIVITY,neutral,LAPTOP,CONNECTIVITY
202:3,never problem virus,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
131:1,buy pray do not major prolem,COMPANY#GENERAL,negative,COMPANY,GENERAL
149:2,mous button hard push,MOUSE#USABILITY,negative,MOUSE,USABILITY
263:9,save lot time headach far use new macbook pro,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_361_A2ZAFMJE8NXOWA:2,awesom,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
19:3,good thing graphic qualiti,GRAPHICS#QUALITY,positive,GRAPHICS,QUALITY
B00D7Z84OY_46_A1P70MSK0HHO7K:3,laptop responsic core processor gb ram sound beat audio great,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00FU83YWS_203_A9GCSPVVE7ML0:1,fast,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
366:3,make well thick tough,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KB3MXH4_22_A106YGESUYA4BP:7,still explor variou featur overal satisfi purchas,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
59:2,month charger stop work forc go buy new hardwar keep comput run,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
32:0,buy emachin notebook pc januari year highli dissatisfi,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
366:12,would pay,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
5:2,window starter terrif chang background need use school work,OS#GENERAL,positive,OS,GENERAL
179:2,enjoy toshib forc durabl unparallel,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
54:7,anyon look buy comput laptop stay far far away name toshiba,COMPANY#GENERAL,negative,COMPANY,GENERAL
237:0,fast excel batteri life,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_158_A290OAUA8EAMP3:1,work decent speed,LAPTOP#OPERATION_PERFORMANCE,neutral,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_33_A16DVC8HE3Q3MW:1,display great resolut difficulti alway see small print,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
303:9,think anyon look good durrabl laptop way go,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00D7Z84OY_3_A3Q8WSIN4LWVLK:8,touchpad soooooooooo big whenev type palm touch part cursor goe somewher els realli annoy,MOUSE#USABILITY,negative,MOUSE,USABILITY
B00KMRGF28_106_AGNDXNERJ5L83:3,keyboard nice window great worri come xp,OS#GENERAL,positive,OS,GENERAL
B00FU83YWS_36_A21F9QHZIQH13I:2,one realli nice thing lenovo laptop clutter bunch trial softwar,COMPANY#GENERAL,positive,COMPANY,GENERAL
304:5,appl continu shine provid much enjoy comput experi,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_212_A22IB8C8G5YVZD:1,use school quick everyth need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_74_A3JYJCVU8D2L54:1,howev upset superdr build,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
155:0,stop boot less week one year warranti,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
264:1,comput scienc student colleg find portabl longev eas use comput make shockingli want homework,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
B00D7Z84OY_46_A1P70MSK0HHO7K:3,laptop responsic core processor gb ram sound beat audio great,SOFTWARE#QUALITY,positive,SOFTWARE,QUALITY
394:15,niec nephew play web game run anyth requir dedic video card,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
345:2,speaker terribl probabl cheap one ever see laptop plan listen music suggest get someth well,MULTIMEDIA_DEVICES#GENERAL,negative,MULTIMEDIA_DEVICES,GENERAL
B0096VDM8G_65_A1AQ8JT2A3UWMY:14,pay close door,LAPTOP#PRICE,negative,LAPTOP,PRICE
B00FU83YWS_12_A35C5C6W0TIZA8:8,final thought mac user stay away,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
96:2,week go comput keep crash open applic,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
391:24,complaint get realli hot,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KMRGF28_53_A1ZMHESX3UZIU7:0,difficult use comput,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
319:0,great valu money,LAPTOP#PRICE,neutral,LAPTOP,PRICE
28:0,small light weight,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_346_A3IUXJAOQJ8HV9:1,hate window,OS#GENERAL,negative,OS,GENERAL
124:0,absolut hate machin one get free,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_96_A17B83D5U1E5W2:0,damn good buy,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_193_A20GPA6RDO8DT7:8,even gb ram bare chug tab open,MEMORY#DESIGN_FEATURES,neutral,MEMORY,DESIGN_FEATURES
B00KMRGF28_240_A1LUL9CBASL11L:2,laptop rj ethernet adapt wire network connect,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
B00KMRGF28_337_A129TBZO0BVAG7:0,terrif laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
6:11,absolut horribl use despit call advanc featur,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
303:0,love use esay light,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
127:4,one point blame instal bad memori stick upgrad memori first time purchas laptop buy memori stick recomend,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
391:17,first full charg batteri get full hour,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
B00D7Z84OY_46_A1P70MSK0HHO7K:1,much research laptop featur look one hit criterion,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
355:4,great item highli recommend,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_128_A1BJWKIOJWBL7N:0,would nice laptop mousepad work properli,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
45:10,abl organ pic music file easili,SOFTWARE#USABILITY,positive,SOFTWARE,USABILITY
48:7,processor quick effect load webpag applic,CPU#OPERATION_PERFORMANCE,positive,CPU,OPERATION_PERFORMANCE
189:1,laptop well good,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_214_A1PS6GRSMNBXBJ:1,use laptop person use one even handl,LAPTOP#MISCELLANEOUS,negative,LAPTOP,MISCELLANEOUS
349:0,receiv laptop gift let tell bad,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_255_A145YHZR71EDFF:1,window major disappoint,OS#GENERAL,negative,OS,GENERAL
308:5,system come load window starter,OS#GENERAL,neutral,OS,GENERAL
B00FU83YWS_65_A1KQSBBXF0PT6J:2,keyboard sound great matt screen work well,MULTIMEDIA_DEVICES#QUALITY,positive,MULTIMEDIA_DEVICES,QUALITY
49:6,although model list recal hp deni claim,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
360:1,featur be not friendli volum wheel sound qualiti etc,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
68:5,highli recommend buy product,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
391:19,time remain goe hour plu less hour span minut,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
B00KMRGF28_248_ALFFLXZLA8653:1,unabl download itun,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
168:4,wipe nearli everyth instal openoffic firefox oper incred effici use machin great price,OS#GENERAL,negative,OS,GENERAL
128:5,hard drive fail,HARD_DISC#QUALITY,negative,HARD_DISC,QUALITY
22:4,screen huge colo lead backlight,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B0096VDM8G_8_A1BMRP4BO8IV13:1,resolut gorgeou comput light everyth need interfac pretti intuit,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
285:0,love size keyboard function,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B0096VDM8G_29_A1JFXUCXT356UK:0,purchas birthday love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00FU83YWS_20_ANRBJAFRZR1M8:1,sever review make comment keyboard understand keyboard nice use laptop ever own,KEYBOARD#USABILITY,positive,KEYBOARD,USABILITY
325:1,dislik weight size cubersom,LAPTOP#PORTABILITY,negative,LAPTOP,PORTABILITY
285:2,easi use good qualiti good price,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
269:1,bad boy main thing netbook dese surf web boy boy ever,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
269:0,comput may small one heck power hor,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
310:3,appl alway great aesthet thing alway come good look product,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
286:0,buy mom report batteri life last day lightweight respon comput internet focus activ mail research etc excel,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
340:3,good thing use exist bit old program,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
6:14,bummer one five kind,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_316_A3L8EIJHMTXINF:1,also give introduct window hope discontinu futur,OS#GENERAL,negative,OS,GENERAL
B0096VDM8G_8_A1BMRP4BO8IV13:0,love comput first ever mac take littl switch os use fast learn curv,OS#USABILITY,neutral,OS,USABILITY
350:2,great deal,LAPTOP#PRICE,positive,LAPTOP,PRICE
48:3,sleek smooth lightweight,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_34_A1B3PJ2QZABWXO:3,pair allow seamless navig throughout whole interfac,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
6:2,littl indent help open good luck,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
B00KMRGF28_381_AH6TXTDWVUNLS:0,fantast price wish key illumin,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00FU83YWS_260_A2YQ3TFBY1MASP:4,unless plan use mous laptop buy,MOUSE#GENERAL,negative,MOUSE,GENERAL
55:2,excel lead monitor well equip,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
B00KB3MXH4_15_A1HHHK2JW28E4Z:2,return,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
101:6,spend extra hundr buck get full size comput,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_187_A13MKZMIR0KM7W:8,probabl get anoth one wife,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
168:4,wipe nearli everyth instal openoffic firefox oper incred effici use machin great price,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_248_ALFFLXZLA8653:4,,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
340:0,satisfi pay,LAPTOP#PRICE,neutral,LAPTOP,PRICE
B00KMRGF28_168_A3TKNSIFQ0WOEE:2,screen resolut crystal clear speaker amaz track pad easi use,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
B00FU83YWS_17_A222CVY87OUZ2U:0,comput doa,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
104:10,also sister get exact laptop sinc cheap month screen split half everyday use,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
326:2,peform good price,LAPTOP#PRICE,neutral,LAPTOP,PRICE
92:6,frustrat hang tri call back day later tell take day turnaround time,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
114:5,pay ship,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B0096VDM8G_8_A1BMRP4BO8IV13:0,love comput first ever mac take littl switch os use fast learn curv,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_16_A1O57E5JJJCTEU:0,comput period crash offic iphoto safari,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00D7Z84OY_18_A293J8GU1DRRJ5:1,incred fast ram make proper sever game maximum qualiti,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
124:4,screen frame half full inch margin obvious unnecessari reduc screen size increa bulk,DISPLAY#DESIGN_FEATURES,negative,DISPLAY,DESIGN_FEATURES
353:1,would say overal great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00AH4A950_10_A3H2VORR2TBEXA:1,put protector make present,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
B00AH4A950_5_A2GV12LV1OMGT1:0,happi acer need,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KB3MXH4_22_A106YGESUYA4BP:2,keyboard backlit press f key turn,KEYBOARD#USABILITY,neutral,KEYBOARD,USABILITY
196:1,almost four year problem,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
1:8,appl team also assist nice choo comput right,SUPPORT#QUALITY,positive,SUPPORT,QUALITY
11:9,great laptop would recommend anyon,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
259:2,cour also sever great softwar packag come free includ iwork garageband imovi,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
